date,fullVisitorId,channel,campaign,source,medium,device_category,country,totals_hits,totals_pageviews,totals_timeOnSite,revenue_usd,lead,customer
2018-03-19,sample_001833,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,11,6,712,0.0,1,0
2017-09-02,sample_001834,Organic Search,brand,organic_search,organic,mobile,Germany,10,5,105,0.0,1,0
2018-03-04,sample_001835,Direct,(not set),direct,referral,desktop,Canada,2,1,14,0.0,0,0
2018-07-25,sample_001836,Paid Search,partner launch,paid_search,paid,mobile,Germany,9,2,15,0.0,1,0
2017-11-19,sample_001837,Direct,partner launch,direct,referral,tablet,United Kingdom,6,2,25,0.0,1,0
2017-08-11,sample_001838,Organic Search,brand,organic_search,organic,desktop,United States,3,2,42,0.0,0,0
2017-11-26,sample_001839,Social,partner launch,social,referral,mobile,Canada,9,1,35,0.0,1,0
2017-10-09,sample_001840,Direct,partner launch,direct,referral,desktop,United States,3,1,20,0.0,0,0
2018-05-06,sample_001841,Referral,(not set),referral,referral,mobile,Germany,6,1,38,0.0,1,0
2018-01-18,sample_001842,Organic Search,brand,organic_search,organic,desktop,India,7,1,36,0.0,1,0
2017-11-21,sample_001843,Referral,partner launch,referral,referral,mobile,Australia,11,10,502,0.0,1,0
2018-01-12,sample_001844,Organic Search,(not set),organic_search,organic,desktop,United States,2,2,7,0.0,0,0
2018-07-20,sample_001845,Direct,partner launch,direct,referral,desktop,India,2,1,25,0.0,0,0
2018-07-19,sample_001846,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,8,1,55,0.0,1,0
2018-06-19,sample_001847,Organic Search,(not set),organic_search,organic,mobile,Canada,6,1,25,0.0,1,0
2018-04-16,sample_001848,Referral,brand,referral,referral,mobile,Germany,4,2,10,0.0,0,0
2018-05-23,sample_001849,Paid Search,partner launch,paid_search,paid,desktop,United Kingdom,3,1,16,0.0,0,0
2017-08-22,sample_001850,Paid Search,partner launch,paid_search,paid,desktop,United States,9,2,6,0.0,1,0
2018-07-05,sample_001851,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,7,2,10,0.0,1,0
2017-10-16,sample_001852,Organic Search,partner launch,organic_search,organic,desktop,United Kingdom,7,1,14,0.0,1,0
2018-01-12,sample_001853,Organic Search,partner launch,organic_search,organic,desktop,United States,11,5,817,0.0,1,0
2018-06-17,sample_001854,Direct,partner launch,direct,referral,desktop,Germany,7,1,43,0.0,1,0
2018-01-29,sample_001855,Paid Search,(not set),paid_search,paid,mobile,United States,13,11,198,0.0,1,0
2017-08-25,sample_001856,Organic Search,partner launch,organic_search,organic,tablet,Germany,10,2,12,0.0,1,0
2017-12-12,sample_001857,Direct,brand,direct,referral,mobile,Canada,9,1,35,0.0,1,0
2018-02-10,sample_001858,Paid Search,(not set),paid_search,paid,mobile,India,13,9,318,0.0,1,0
2018-02-21,sample_001859,Organic Search,summer remarketing,organic_search,organic,mobile,Australia,9,1,41,0.0,1,0
2017-10-21,sample_001860,Organic Search,partner launch,organic_search,organic,desktop,Australia,6,1,51,0.0,1,0
2017-09-23,sample_001861,Paid Search,summer remarketing,paid_search,paid,desktop,Canada,8,1,7,0.0,1,0
2018-06-20,sample_001862,Social,content syndication,social,referral,desktop,India,6,2,7,0.0,1,0
2018-07-12,sample_001863,Referral,(not set),referral,referral,desktop,Australia,5,1,17,0.0,1,0
2018-03-29,sample_001864,Direct,partner launch,direct,referral,desktop,Germany,6,2,37,0.0,1,0
2017-08-12,sample_001865,Paid Search,partner launch,paid_search,paid,mobile,Australia,5,2,40,0.0,1,0
2017-12-20,sample_001866,Paid Search,summer remarketing,paid_search,paid,desktop,Australia,2,2,48,0.0,0,0
2018-07-18,sample_001867,Organic Search,brand,organic_search,organic,mobile,India,5,2,18,0.0,1,0
2018-01-29,sample_001868,Display,brand,display,referral,desktop,Australia,3,2,30,0.0,0,0
2017-09-22,sample_001869,Referral,(not set),referral,referral,desktop,Australia,10,2,34,0.0,1,0
2018-06-07,sample_001870,Paid Search,brand,paid_search,paid,tablet,India,4,1,36,0.0,0,0
2018-01-13,sample_001871,Organic Search,partner launch,organic_search,organic,tablet,Germany,4,3,155,0.0,1,0
2018-01-15,sample_001872,Paid Search,(not set),paid_search,paid,tablet,Germany,17,9,807,0.0,1,0
2017-11-03,sample_001873,Organic Search,(not set),organic_search,organic,desktop,Canada,13,12,412,0.0,1,0
2018-06-02,sample_001874,Paid Search,content syndication,paid_search,paid,desktop,Australia,15,8,722,0.0,1,0
2017-12-24,sample_001875,Organic Search,brand,organic_search,organic,mobile,Australia,2,2,44,0.0,0,0
2018-06-09,sample_001876,Organic Search,partner launch,organic_search,organic,mobile,Germany,8,7,897,1.99,1,1
2018-05-04,sample_001877,Organic Search,brand,organic_search,organic,desktop,Germany,7,2,6,0.0,1,0
2018-02-25,sample_001878,Direct,partner launch,direct,referral,desktop,Germany,4,1,43,0.0,0,0
2017-12-01,sample_001879,Organic Search,(not set),organic_search,organic,desktop,United Kingdom,3,2,10,0.0,0,0
2017-12-29,sample_001880,Direct,summer remarketing,direct,referral,desktop,United States,6,1,45,0.0,1,0
2018-02-19,sample_001881,Organic Search,(not set),organic_search,organic,desktop,United States,9,1,49,0.0,1,0
2018-03-07,sample_001882,Direct,content syndication,direct,referral,mobile,United Kingdom,6,6,602,4.99,1,1
2018-06-08,sample_001883,Organic Search,content syndication,organic_search,organic,desktop,Australia,7,1,14,0.0,1,0
2017-11-17,sample_001884,Organic Search,partner launch,organic_search,organic,desktop,Canada,13,8,123,0.0,1,0
2018-03-12,sample_001885,Paid Search,brand,paid_search,paid,mobile,Germany,8,2,53,0.0,1,0
2018-04-26,sample_001886,Paid Search,partner launch,paid_search,paid,mobile,United Kingdom,2,1,20,0.0,0,0
2018-04-28,sample_001887,Organic Search,partner launch,organic_search,organic,tablet,Canada,6,2,20,0.0,1,0
2018-04-28,sample_001888,Direct,summer remarketing,direct,referral,desktop,United States,9,8,124,0.0,1,0
2018-07-22,sample_001889,Paid Search,partner launch,paid_search,paid,desktop,United Kingdom,3,2,23,0.0,0,0
2017-08-09,sample_001890,Organic Search,partner launch,organic_search,organic,mobile,Germany,4,2,30,0.0,0,0
2018-06-17,sample_001891,Paid Search,partner launch,paid_search,paid,desktop,Australia,6,2,40,0.0,1,0
2018-07-13,sample_001892,Direct,brand,direct,referral,mobile,United Kingdom,3,2,38,0.0,0,0
2018-02-04,sample_001893,Paid Search,(not set),paid_search,paid,mobile,Germany,3,1,26,0.0,0,0
2018-04-14,sample_001894,Organic Search,brand,organic_search,organic,mobile,United States,3,1,17,0.0,0,0
2017-11-23,sample_001895,Referral,partner launch,referral,referral,desktop,Canada,17,9,126,0.0,1,0
2018-05-13,sample_001896,Direct,(not set),direct,referral,desktop,Canada,8,1,53,0.0,1,0
2017-10-29,sample_001897,Direct,summer remarketing,direct,referral,mobile,India,9,1,43,0.0,1,0
2018-06-05,sample_001898,Direct,summer remarketing,direct,referral,mobile,United States,9,1,53,0.0,1,0
2018-01-24,sample_001899,Referral,partner launch,referral,referral,tablet,Germany,3,1,49,0.0,0,0
2017-08-16,sample_001900,Paid Search,partner launch,paid_search,paid,desktop,United Kingdom,7,1,42,0.0,1,0
2018-03-11,sample_001901,Direct,(not set),direct,referral,mobile,Canada,18,12,422,0.0,1,0
2017-11-19,sample_001902,Social,brand,social,referral,desktop,Australia,3,2,48,0.0,0,0
2018-04-28,sample_001903,Direct,content syndication,direct,referral,desktop,United Kingdom,5,1,17,0.0,1,0
2017-12-02,sample_001904,Paid Search,content syndication,paid_search,paid,mobile,India,2,2,6,0.0,0,0
2017-08-01,sample_001905,Direct,(not set),direct,referral,desktop,United States,8,2,29,0.0,1,0
2018-02-15,sample_001906,Organic Search,(not set),organic_search,organic,desktop,United States,17,12,96,0.0,1,0
2017-08-29,sample_001907,Organic Search,(not set),organic_search,organic,mobile,United Kingdom,3,2,52,0.0,0,0
2017-10-30,sample_001908,Paid Search,(not set),paid_search,paid,mobile,India,8,2,45,0.0,1,0
2017-11-21,sample_001909,Direct,summer remarketing,direct,referral,mobile,Germany,9,2,33,0.0,1,0
2017-08-30,sample_001910,Organic Search,brand,organic_search,organic,mobile,Canada,7,1,53,0.0,1,0
2018-01-24,sample_001911,Paid Search,brand,paid_search,paid,desktop,United States,9,2,29,0.0,1,0
2018-06-05,sample_001912,Paid Search,partner launch,paid_search,paid,desktop,Australia,7,1,38,0.0,1,0
2017-11-08,sample_001913,Organic Search,brand,organic_search,organic,desktop,United Kingdom,3,1,25,0.0,0,0
2018-02-22,sample_001914,Organic Search,brand,organic_search,organic,desktop,India,8,1,5,0.0,1,0
2017-09-10,sample_001915,Direct,summer remarketing,direct,referral,mobile,Australia,12,9,595,0.0,1,0
2018-04-11,sample_001916,Organic Search,content syndication,organic_search,organic,desktop,India,3,2,17,0.0,0,0
2018-07-08,sample_001917,Organic Search,(not set),organic_search,organic,desktop,United Kingdom,3,1,42,0.0,0,0
2018-02-19,sample_001918,Organic Search,brand,organic_search,organic,desktop,United States,13,9,361,0.0,1,0
2018-07-16,sample_001919,Paid Search,content syndication,paid_search,paid,desktop,Australia,6,4,544,0.0,1,0
2017-10-27,sample_001920,Direct,brand,direct,referral,mobile,Germany,11,4,673,0.0,1,0
2017-11-08,sample_001921,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,4,2,41,0.0,0,0
2018-04-09,sample_001922,Direct,brand,direct,referral,mobile,Canada,5,2,53,0.0,1,0
2018-05-04,sample_001923,Referral,summer remarketing,referral,referral,desktop,United States,16,11,488,0.0,1,0
2018-03-19,sample_001924,Organic Search,content syndication,organic_search,organic,tablet,Australia,20,12,806,0.0,1,0
2017-09-30,sample_001925,Organic Search,partner launch,organic_search,organic,desktop,Canada,9,2,20,0.0,1,0
2017-10-15,sample_001926,Direct,brand,direct,referral,mobile,United States,17,9,217,0.0,1,0
2018-06-19,sample_001927,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,7,1,48,0.0,1,0
2018-01-19,sample_001928,Organic Search,brand,organic_search,organic,desktop,Germany,5,1,30,0.0,1,0
2018-04-25,sample_001929,Direct,content syndication,direct,referral,mobile,Germany,3,1,25,0.0,0,0
2018-06-01,sample_001930,Display,partner launch,display,referral,tablet,Germany,5,2,32,0.0,1,0
2018-05-07,sample_001931,Paid Search,partner launch,paid_search,paid,mobile,United States,1,1,26,0.0,0,0
2017-11-26,sample_001932,Direct,brand,direct,referral,mobile,Australia,10,2,23,0.0,1,0
2018-06-07,sample_001933,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,2,1,23,0.0,0,0
2018-04-17,sample_001934,Paid Search,brand,paid_search,paid,desktop,United Kingdom,8,1,10,0.0,1,0
2018-05-06,sample_001935,Organic Search,brand,organic_search,organic,desktop,Australia,9,1,54,0.0,1,0
2018-06-12,sample_001936,Organic Search,content syndication,organic_search,organic,desktop,Australia,2,1,51,0.0,0,0
2018-04-30,sample_001937,Paid Search,brand,paid_search,paid,desktop,Australia,10,2,36,0.0,1,0
2017-10-06,sample_001938,Referral,partner launch,referral,referral,desktop,Australia,2,2,55,0.0,0,0
2018-04-26,sample_001939,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,6,1,8,0.0,1,0
2018-07-06,sample_001940,Social,summer remarketing,social,referral,mobile,Germany,8,2,51,0.0,1,0
2018-05-19,sample_001941,Direct,summer remarketing,direct,referral,desktop,India,5,1,39,0.0,1,0
2017-12-16,sample_001942,Referral,brand,referral,referral,desktop,Canada,9,2,42,0.0,1,0
2018-06-10,sample_001943,Organic Search,summer remarketing,organic_search,organic,desktop,Germany,9,1,52,0.0,1,0
2017-11-22,sample_001944,Referral,brand,referral,referral,mobile,Canada,13,12,418,0.0,1,0
2018-07-17,sample_001945,Organic Search,content syndication,organic_search,organic,mobile,United Kingdom,9,2,16,0.0,1,0
2018-05-22,sample_001946,Organic Search,partner launch,organic_search,organic,desktop,Germany,4,1,26,0.0,0,0
2018-02-06,sample_001947,Referral,summer remarketing,referral,referral,desktop,Canada,9,1,50,0.0,1,0
2018-06-27,sample_001948,Organic Search,partner launch,organic_search,organic,desktop,United States,10,2,25,0.0,1,0
2018-04-07,sample_001949,Organic Search,summer remarketing,organic_search,organic,mobile,India,5,2,5,0.0,1,0
2017-10-01,sample_001950,Paid Search,content syndication,paid_search,paid,mobile,Germany,2,1,35,0.0,0,0
2017-11-10,sample_001951,Organic Search,(not set),organic_search,organic,desktop,United States,5,1,55,0.0,1,0
2017-11-16,sample_001952,Referral,(not set),referral,referral,desktop,India,9,4,405,0.0,1,0
2017-10-28,sample_001953,Organic Search,(not set),organic_search,organic,desktop,Germany,9,2,51,0.0,1,0
2018-03-07,sample_001954,Organic Search,(not set),organic_search,organic,desktop,Australia,5,1,14,0.0,1,0
2017-09-14,sample_001955,Organic Search,(not set),organic_search,organic,desktop,Germany,8,2,44,0.0,1,0
2018-04-26,sample_001956,Direct,summer remarketing,direct,referral,desktop,United Kingdom,12,5,76,0.0,1,0
2018-04-21,sample_001957,Organic Search,summer remarketing,organic_search,organic,desktop,India,8,2,15,0.0,1,0
2018-03-08,sample_001958,Paid Search,summer remarketing,paid_search,paid,desktop,Canada,9,2,39,0.0,1,0
2017-10-25,sample_001959,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,6,2,39,0.0,1,0
2018-03-05,sample_001960,Direct,brand,direct,referral,tablet,Germany,6,2,16,0.0,1,0
2018-06-11,sample_001961,Organic Search,(not set),organic_search,organic,mobile,India,7,2,6,0.0,1,0
2017-08-22,sample_001962,Social,brand,social,referral,desktop,India,4,1,9,0.0,0,0
2017-09-29,sample_001963,Direct,summer remarketing,direct,referral,mobile,United Kingdom,4,1,5,0.0,0,0
2018-04-25,sample_001964,Paid Search,summer remarketing,paid_search,paid,desktop,United Kingdom,2,1,23,0.0,0,0
2018-04-26,sample_001965,Referral,brand,referral,referral,mobile,Australia,4,2,36,0.0,0,0
2018-06-23,sample_001966,Paid Search,(not set),paid_search,paid,mobile,Australia,8,2,14,0.0,1,0
2018-04-21,sample_001967,Organic Search,partner launch,organic_search,organic,tablet,United States,6,2,18,0.0,1,0
2017-10-28,sample_001968,Organic Search,brand,organic_search,organic,mobile,United States,3,1,17,0.0,0,0
2017-10-13,sample_001969,Organic Search,(not set),organic_search,organic,mobile,Canada,3,2,8,0.0,0,0
2018-04-24,sample_001970,Social,content syndication,social,referral,desktop,Germany,4,1,50,0.0,0,0
2018-04-30,sample_001971,Organic Search,summer remarketing,organic_search,organic,desktop,India,8,1,16,0.0,1,0
2018-01-12,sample_001972,Paid Search,brand,paid_search,paid,desktop,Canada,9,2,13,0.0,1,0
2017-08-17,sample_001973,Referral,brand,referral,referral,desktop,Germany,8,2,47,0.0,1,0
2018-02-17,sample_001974,Direct,brand,direct,referral,desktop,Canada,3,2,46,0.0,0,0
2018-07-18,sample_001975,Organic Search,brand,organic_search,organic,desktop,United Kingdom,3,1,6,0.0,0,0
2018-05-23,sample_001976,Organic Search,content syndication,organic_search,organic,tablet,United States,7,1,15,0.0,1,0
2018-07-03,sample_001977,Referral,brand,referral,referral,mobile,India,19,11,217,0.0,1,0
2018-02-03,sample_001978,Organic Search,summer remarketing,organic_search,organic,mobile,United Kingdom,6,1,40,0.0,1,0
2018-04-08,sample_001979,Organic Search,summer remarketing,organic_search,organic,mobile,Canada,5,2,15,0.0,1,0
2017-08-11,sample_001980,Organic Search,(not set),organic_search,organic,mobile,Australia,9,2,44,0.0,1,0
2018-03-17,sample_001981,Organic Search,brand,organic_search,organic,mobile,Germany,2,2,16,0.0,0,0
2017-10-22,sample_001982,Paid Search,(not set),paid_search,paid,desktop,Australia,10,2,36,0.0,1,0
2018-07-29,sample_001983,Organic Search,(not set),organic_search,organic,mobile,United States,3,1,14,0.0,0,0
2018-02-03,sample_001984,Organic Search,(not set),organic_search,organic,desktop,India,9,1,17,0.0,1,0
2017-12-14,sample_001985,Social,partner launch,social,referral,mobile,Germany,10,2,37,0.0,1,0
2018-07-17,sample_001986,Paid Search,brand,paid_search,paid,desktop,India,10,2,27,0.0,1,0
2018-02-18,sample_001987,Paid Search,summer remarketing,paid_search,paid,tablet,United Kingdom,4,1,6,0.0,0,0
2018-02-15,sample_001988,Organic Search,summer remarketing,organic_search,organic,mobile,United States,3,2,34,0.0,0,0
2017-10-23,sample_001989,Referral,partner launch,referral,referral,tablet,India,1,1,54,0.0,0,0
2018-05-28,sample_001990,Organic Search,summer remarketing,organic_search,organic,mobile,Canada,5,1,17,0.0,1,0
2018-04-19,sample_001991,Direct,content syndication,direct,referral,desktop,Canada,1,1,41,0.0,0,0
2018-07-18,sample_001992,Organic Search,brand,organic_search,organic,mobile,Australia,11,5,119,0.0,1,0
2017-09-29,sample_001993,Direct,brand,direct,referral,desktop,Australia,16,10,547,0.0,1,0
2018-06-07,sample_001994,Organic Search,(not set),organic_search,organic,mobile,Canada,2,1,29,0.0,0,0
2017-11-01,sample_001995,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,8,1,13,0.0,1,0
2018-04-28,sample_001996,Direct,partner launch,direct,referral,mobile,United Kingdom,4,1,7,0.0,0,0
2018-02-11,sample_001997,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,8,1,46,0.0,1,0
2017-09-23,sample_001998,Direct,(not set),direct,referral,desktop,United Kingdom,2,1,10,0.0,0,0
2018-07-16,sample_001999,Referral,summer remarketing,referral,referral,desktop,Australia,2,2,41,0.0,0,0
2017-10-16,sample_002000,Display,summer remarketing,display,referral,mobile,United Kingdom,4,1,49,0.0,0,0
2017-09-03,sample_002001,Direct,partner launch,direct,referral,mobile,Australia,4,1,50,0.0,0,0
2017-10-05,sample_002002,Paid Search,(not set),paid_search,paid,mobile,Canada,2,1,19,0.0,0,0
2017-11-06,sample_002003,Organic Search,summer remarketing,organic_search,organic,desktop,Canada,10,2,28,0.0,1,0
2017-10-06,sample_002004,Direct,(not set),direct,referral,desktop,Canada,5,5,214,0.0,1,0
2018-02-02,sample_002005,Paid Search,partner launch,paid_search,paid,mobile,India,6,2,8,0.0,1,0
2018-03-15,sample_002006,Paid Search,content syndication,paid_search,paid,mobile,United States,8,2,42,0.0,1,0
2017-10-04,sample_002007,Organic Search,brand,organic_search,organic,mobile,United Kingdom,6,1,25,0.0,1,0
2018-07-17,sample_002008,Referral,(not set),referral,referral,mobile,United States,7,7,325,0.0,1,0
2018-02-02,sample_002009,Organic Search,summer remarketing,organic_search,organic,mobile,Canada,9,2,28,0.0,1,0
2018-02-06,sample_002010,Paid Search,brand,paid_search,paid,desktop,Canada,7,2,23,0.0,1,0
2017-12-07,sample_002011,Social,(not set),social,referral,desktop,United States,14,7,514,0.0,1,0
2017-08-31,sample_002012,Organic Search,content syndication,organic_search,organic,mobile,United States,1,1,18,0.0,0,0
2017-09-21,sample_002013,Paid Search,partner launch,paid_search,paid,desktop,Canada,8,1,15,0.0,1,0
2017-08-07,sample_002014,Organic Search,partner launch,organic_search,organic,desktop,India,9,2,11,0.0,1,0
2017-09-25,sample_002015,Organic Search,(not set),organic_search,organic,tablet,Germany,3,2,17,0.0,0,0
2017-09-22,sample_002016,Organic Search,summer remarketing,organic_search,organic,desktop,United States,6,1,10,0.0,1,0
2018-04-29,sample_002017,Organic Search,brand,organic_search,organic,tablet,United States,7,1,16,0.0,1,0
2018-05-17,sample_002018,Organic Search,content syndication,organic_search,organic,desktop,Australia,9,2,32,0.0,1,0
2018-04-12,sample_002019,Paid Search,content syndication,paid_search,paid,desktop,India,9,6,691,12.99,1,1
2018-03-12,sample_002020,Social,(not set),social,referral,mobile,Germany,2,1,27,0.0,0,0
2017-10-10,sample_002021,Paid Search,content syndication,paid_search,paid,mobile,Canada,1,1,22,0.0,0,0
2018-01-07,sample_002022,Paid Search,(not set),paid_search,paid,tablet,United States,2,1,55,0.0,0,0
2018-04-06,sample_002023,Paid Search,partner launch,paid_search,paid,mobile,India,7,3,669,0.0,1,0
2018-05-10,sample_002024,Direct,(not set),direct,referral,desktop,India,2,2,25,0.0,0,0
2017-10-28,sample_002025,Organic Search,content syndication,organic_search,organic,desktop,Germany,5,1,46,0.0,1,0
2018-02-19,sample_002026,Social,brand,social,referral,mobile,United States,5,2,46,0.0,1,0
2018-03-13,sample_002027,Paid Search,(not set),paid_search,paid,mobile,United Kingdom,10,2,52,0.0,1,0
2018-02-12,sample_002028,Organic Search,summer remarketing,organic_search,organic,tablet,Germany,10,3,561,0.0,1,0
2017-10-29,sample_002029,Organic Search,partner launch,organic_search,organic,mobile,Germany,9,1,47,0.0,1,0
2018-05-19,sample_002030,Organic Search,summer remarketing,organic_search,organic,mobile,Australia,2,2,9,0.0,0,0
2018-03-09,sample_002031,Organic Search,(not set),organic_search,organic,mobile,Canada,1,1,18,0.0,0,0
2018-05-04,sample_002032,Paid Search,summer remarketing,paid_search,paid,mobile,Australia,5,5,715,0.0,1,0
2018-05-07,sample_002033,Organic Search,partner launch,organic_search,organic,tablet,Australia,6,1,48,0.0,1,0
2018-06-01,sample_002034,Paid Search,content syndication,paid_search,paid,desktop,United States,4,2,12,0.0,0,0
2018-05-03,sample_002035,Display,partner launch,display,referral,desktop,United States,10,2,6,0.0,1,0
2017-12-12,sample_002036,Social,partner launch,social,referral,desktop,Germany,8,1,27,0.0,1,0
2017-11-28,sample_002037,Direct,brand,direct,referral,mobile,Germany,9,2,5,0.0,1,0
2017-08-14,sample_002038,Organic Search,content syndication,organic_search,organic,desktop,India,11,10,254,0.0,1,0
2018-01-01,sample_002039,Paid Search,partner launch,paid_search,paid,mobile,Canada,6,4,593,0.0,1,0
2017-10-24,sample_002040,Organic Search,partner launch,organic_search,organic,mobile,Canada,8,1,51,0.0,1,0
2018-07-10,sample_002041,Social,summer remarketing,social,referral,tablet,Germany,5,1,7,0.0,1,0
2017-09-30,sample_002042,Organic Search,(not set),organic_search,organic,desktop,Canada,3,2,27,0.0,0,0
2018-05-10,sample_002043,Paid Search,content syndication,paid_search,paid,mobile,United Kingdom,19,11,299,0.0,1,0
2018-03-24,sample_002044,Organic Search,(not set),organic_search,organic,mobile,Australia,4,2,23,0.0,0,0
2018-03-04,sample_002045,Social,summer remarketing,social,referral,mobile,India,8,2,39,0.0,1,0
2018-03-08,sample_002046,Social,(not set),social,referral,desktop,Canada,4,2,9,0.0,0,0
2018-01-21,sample_002047,Organic Search,summer remarketing,organic_search,organic,desktop,Canada,11,8,715,0.0,1,0
2017-10-04,sample_002048,Paid Search,partner launch,paid_search,paid,desktop,Canada,5,1,39,0.0,1,0
2017-11-25,sample_002049,Direct,brand,direct,referral,mobile,Canada,5,1,30,0.0,1,0
2018-04-27,sample_002050,Display,(not set),display,referral,desktop,United States,2,2,44,0.0,0,0
2017-11-18,sample_002051,Organic Search,brand,organic_search,organic,tablet,Germany,11,6,747,0.0,1,0
2017-11-13,sample_002052,Display,(not set),display,referral,mobile,Canada,8,1,51,0.0,1,0
2017-12-06,sample_002053,Organic Search,(not set),organic_search,organic,desktop,Australia,7,1,26,0.0,1,0
2018-02-01,sample_002054,Social,(not set),social,referral,mobile,United Kingdom,9,2,14,0.0,1,0
2018-03-08,sample_002055,Paid Search,content syndication,paid_search,paid,desktop,Germany,11,7,98,0.0,1,0
2017-09-02,sample_002056,Organic Search,summer remarketing,organic_search,organic,desktop,Australia,9,1,13,0.0,1,0
2018-05-21,sample_002057,Paid Search,brand,paid_search,paid,mobile,Germany,7,1,34,0.0,1,0
2017-09-10,sample_002058,Organic Search,brand,organic_search,organic,desktop,Germany,4,1,25,0.0,0,0
2018-06-17,sample_002059,Social,partner launch,social,referral,desktop,India,10,2,44,0.0,1,0
2018-06-13,sample_002060,Organic Search,summer remarketing,organic_search,organic,desktop,United States,6,2,49,0.0,1,0
2017-12-12,sample_002061,Organic Search,brand,organic_search,organic,tablet,Germany,2,1,12,0.0,0,0
2018-07-14,sample_002062,Direct,content syndication,direct,referral,desktop,Australia,7,2,20,0.0,1,0
2017-08-23,sample_002063,Social,partner launch,social,referral,desktop,Germany,6,3,680,0.0,1,0
2017-11-15,sample_002064,Referral,summer remarketing,referral,referral,desktop,Germany,2,1,37,0.0,0,0
2018-06-03,sample_002065,Organic Search,partner launch,organic_search,organic,desktop,Australia,1,1,43,0.0,0,0
2017-10-09,sample_002066,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,4,2,8,0.0,0,0
2018-07-16,sample_002067,Display,(not set),display,referral,mobile,Canada,8,2,36,0.0,1,0
2018-03-12,sample_002068,Organic Search,content syndication,organic_search,organic,desktop,United Kingdom,12,7,503,0.0,1,0
2018-01-22,sample_002069,Direct,partner launch,direct,referral,desktop,India,12,7,296,0.0,1,0
2017-08-15,sample_002070,Referral,brand,referral,referral,desktop,Canada,6,2,30,0.0,1,0
2017-11-03,sample_002071,Referral,summer remarketing,referral,referral,mobile,Canada,2,2,11,0.0,0,0
2018-01-25,sample_002072,Paid Search,brand,paid_search,paid,desktop,United States,11,9,261,0.0,1,0
2017-11-01,sample_002073,Organic Search,content syndication,organic_search,organic,tablet,Australia,9,2,49,0.0,1,0
2017-10-08,sample_002074,Organic Search,brand,organic_search,organic,mobile,United States,2,2,11,0.0,0,0
2017-09-21,sample_002075,Organic Search,content syndication,organic_search,organic,desktop,Australia,10,2,38,0.0,1,0
2017-08-04,sample_002076,Display,partner launch,display,referral,mobile,Germany,2,1,35,0.0,0,0
2018-04-04,sample_002077,Display,partner launch,display,referral,mobile,India,4,1,10,0.0,0,0
2018-01-31,sample_002078,Paid Search,content syndication,paid_search,paid,desktop,India,5,1,33,0.0,1,0
2017-10-24,sample_002079,Referral,brand,referral,referral,mobile,United States,2,1,15,0.0,0,0
2017-11-26,sample_002080,Paid Search,partner launch,paid_search,paid,mobile,United Kingdom,5,2,32,0.0,1,0
2018-04-30,sample_002081,Direct,brand,direct,referral,desktop,Germany,6,1,21,0.0,1,0
2017-10-03,sample_002082,Organic Search,summer remarketing,organic_search,organic,mobile,United Kingdom,9,1,25,0.0,1,0
2017-12-16,sample_002083,Referral,summer remarketing,referral,referral,desktop,Australia,6,2,24,0.0,1,0
2018-03-28,sample_002084,Organic Search,brand,organic_search,organic,desktop,India,5,4,213,0.0,1,0
2018-03-18,sample_002085,Social,content syndication,social,referral,desktop,Canada,3,2,33,0.0,0,0
2017-12-03,sample_002086,Direct,brand,direct,referral,mobile,United States,8,1,15,0.0,1,0
2018-05-12,sample_002087,Referral,(not set),referral,referral,desktop,Australia,8,1,27,0.0,1,0
2017-09-01,sample_002088,Direct,brand,direct,referral,mobile,United Kingdom,6,6,331,0.0,1,0
2018-06-08,sample_002089,Organic Search,summer remarketing,organic_search,organic,tablet,India,10,2,37,0.0,1,0
2017-11-26,sample_002090,Paid Search,content syndication,paid_search,paid,desktop,United States,4,3,597,0.0,1,0
2018-04-16,sample_002091,Paid Search,summer remarketing,paid_search,paid,desktop,United Kingdom,7,2,16,0.0,1,0
2018-07-10,sample_002092,Organic Search,partner launch,organic_search,organic,tablet,India,2,2,39,0.0,0,0
2018-07-19,sample_002093,Referral,(not set),referral,referral,desktop,Germany,8,1,50,0.0,1,0
2018-07-18,sample_002094,Organic Search,(not set),organic_search,organic,mobile,Germany,5,2,46,0.0,1,0
2018-03-22,sample_002095,Organic Search,partner launch,organic_search,organic,tablet,Canada,10,2,52,0.0,1,0
2018-03-06,sample_002096,Paid Search,content syndication,paid_search,paid,tablet,United Kingdom,1,1,24,0.0,0,0
2017-10-08,sample_002097,Paid Search,(not set),paid_search,paid,mobile,India,9,5,455,0.0,1,0
2018-06-03,sample_002098,Referral,brand,referral,referral,desktop,India,4,2,22,0.0,0,0
2018-06-29,sample_002099,Referral,brand,referral,referral,desktop,United States,4,1,41,0.0,0,0
2018-06-27,sample_002100,Display,brand,display,referral,mobile,India,4,2,41,0.0,0,0
